SEXO;IDADE;GERAÇÃO;RENDA;CLASSEECONOMICA;UF;AREARISCO;FLAG_DE_SOCIO;FLAG_DE_VEICULO;FLAG_DE_BOLSAFAMILIA;FLAG_DE_APOSENTADOS;FLAG_DE_OBITO;FLAG_DE_IMOVEL;EMPREGO_FORMAL;SCORE;SCORE_FAIXA;PERSONADECREDITO;SCORE_DIGITAL;ACORDO
M;34;GEN Y;ATÉ 1.000;E;BA;1;0;0;0;0;0;0;1;609;RISCO BAIXO;SEMPRE PRESENTE;Digital -;1
M;27;GEN Z;ATÉ 1.000;E;MS;0;0;0;0;0;0;0;0;425;RISCO MÉDIO;QUEM SOU EU;Digital +;1
F;54;GEN X;1.000 ATÉ 2.000;D;MG;0;0;0;0;0;0;0;0;451;RISCO MÉDIO;QUEM SOU EU;Digital --;1
F;29;GEN Y;1.000 ATÉ 2.000;D;CE;0;0;0;0;0;0;0;1;386;RISCO MÉDIO;QUEM SOU EU;Digital + -;1
F;25;GEN Z;ATÉ 1.000;E;AC;0;0;0;1;0;0;0;0;505;RISCO BAIXO;SEMPRE PRESENTE;Digital +;1
F;54;GEN X;1.000 ATÉ 2.000;D;RJ;0;0;0;0;0;0;0;0;353;RISCO MÉDIO;QUEM SOU EU;Digital --;1
M;28;GEN Y;1.000 ATÉ 2.000;D;SP;0;0;0;0;0;0;0;1;358;RISCO MÉDIO;QUEM SOU EU;Digital +;1
M;58;BABY_BOOMER;4.001 ATÉ 5.000;C;SP;0;1;1;0;0;0;0;1;850;RISCO MUITO BAIXO;O BEM AMADO;Digital +;1
M;41;GEN Y;7.001 ATÉ 8.000;B;RJ;0;0;0;0;0;0;0;1;282;RISCO ALTO;PAGO QUANDO PUDER;Digital + -;1
M;21;GEN Z;ATÉ 1.000;E;NULL;0;0;0;0;0;0;0;0;589;RISCO BAIXO;SEMPRE PRESENTE;Digital + -;1
M;39;GEN Y;1.000 ATÉ 2.000;D;SP;0;1;0;0;0;0;0;1;480;RISCO MÉDIO;QUEM SOU EU;Digital ++;1
F;34;GEN Y;1.000 ATÉ 2.000;D;PR;0;1;0;0;0;0;0;1;505;RISCO BAIXO;SEMPRE PRESENTE;Digital + -;1
M;43;GEN X;2.001 ATÉ 3.000;D;RJ;0;0;0;0;0;0;0;1;760;RISCO MUITO BAIXO;O BEM AMADO;Digital --;1
M;29;GEN Y;7.001 ATÉ 8.000;B;PR;0;1;0;0;0;0;0;1;658;RISCO BAIXO;SEMPRE PRESENTE;Digital ++;1
M;30;GEN Y;1.000 ATÉ 2.000;D;GO;0;0;0;0;0;0;0;0;293;RISCO ALTO;PAGO QUANDO PUDER;Digital + -;1
F;67;BABY_BOOMER;1.000 ATÉ 2.000;D;RJ;0;0;0;0;0;0;0;0;290;RISCO ALTO;PAGO QUANDO PUDER;Digital --;1
F;57;GEN X;2.001 ATÉ 3.000;D;SP;0;0;0;0;1;0;1;0;909;RISCO MUITO BAIXO;O BEM AMADO;Digital --;1
F;40;GEN Y;12.001 ATÉ 13.000;B;MG;0;1;0;0;0;0;0;0;437;RISCO MÉDIO;QUEM SOU EU;Digital ++;1
F;41;GEN Y;1.000 ATÉ 2.000;D;NULL;0;0;0;0;0;0;0;1;830;RISCO MUITO BAIXO;O BEM AMADO;Digital --;1
F;50;GEN X;ATÉ 1.000;E;RJ;0;0;0;1;0;0;0;0;751;RISCO MUITO BAIXO;O BEM AMADO;Digital --;1
F;35;GEN Y;1.000 ATÉ 2.000;D;RJ;0;0;0;1;0;0;0;1;183;RISCO ALTO;PAGO QUANDO PUDER;Digital + -;1
F;43;GEN X;1.000 ATÉ 2.000;D;RJ;0;1;0;1;0;0;0;0;305;RISCO MÉDIO;QUEM SOU EU;Digital -;1
F;29;GEN Y;3.001 ATÉ 4.000;D;PR;0;0;0;0;0;0;0;1;425;RISCO MÉDIO;QUEM SOU EU;Digital + -;1
M;38;GEN Y;1.000 ATÉ 2.000;D;MG;0;0;0;0;0;0;0;1;472;RISCO MÉDIO;QUEM SOU EU;Digital -;1
F;39;GEN Y;1.000 ATÉ 2.000;D;MG;0;0;0;0;0;0;0;0;739;RISCO MUITO BAIXO;O BEM AMADO;Digital + -;1
M;36;GEN Y;1.000 ATÉ 2.000;D;AL;0;0;0;0;0;0;0;1;897;RISCO MUITO BAIXO;O BEM AMADO;Digital -;1
F;26;GEN Z;ATÉ 1.000;E;CE;0;0;0;0;0;0;0;0;451;RISCO MÉDIO;QUEM SOU EU;Digital + -;1
M;55;GEN X;1.000 ATÉ 2.000;D;SP;0;1;1;0;0;0;0;1;97;RISCO MUITO ALTO;FUJAM DE MIM;Digital -;1
M;61;BABY_BOOMER;2.001 ATÉ 3.000;D;SP;0;0;0;0;0;0;0;1;291;RISCO ALTO;PAGO QUANDO PUDER;Digital --;1
F;45;GEN X;1.000 ATÉ 2.000;D;MG;0;1;0;0;0;0;0;0;312;RISCO MÉDIO;QUEM SOU EU;Digital + -;1
F;37;GEN Y;2.001 ATÉ 3.000;D;MG;0;1;0;0;0;0;0;1;279;RISCO ALTO;PAGO QUANDO PUDER;Digital ++;1
F;38;GEN Y;1.000 ATÉ 2.000;D;RJ;0;0;0;0;0;0;0;0;321;RISCO MÉDIO;QUEM SOU EU;Digital + -;1
M;22;GEN Z;ATÉ 1.000;E;NULL;0;0;0;0;0;0;0;0;530;RISCO BAIXO;SEMPRE PRESENTE;Digital + -;1
M;29;GEN Y;1.000 ATÉ 2.000;D;NULL;0;0;0;0;0;0;0;1;651;RISCO BAIXO;SEMPRE PRESENTE;Digital +;1
F;29;GEN Y;ATÉ 1.000;E;MA;0;0;0;0;0;0;0;0;394;RISCO MÉDIO;QUEM SOU EU;Digital ++;1
M;81;VETERANOS;3.001 ATÉ 4.000;C;MG;0;0;0;0;1;0;0;0;783;RISCO MUITO BAIXO;O BEM AMADO;Digital --;1
M;36;GEN Y;3.001 ATÉ 4.000;C;SC;0;1;0;0;0;0;0;0;394;RISCO MÉDIO;QUEM SOU EU;Digital ++;1
F;29;GEN Y;2.001 ATÉ 3.000;D;SP;0;0;0;0;0;0;0;1;766;RISCO MUITO BAIXO;O BEM AMADO;Digital +;1
M;23;GEN Z;1.000 ATÉ 2.000;D;MT;0;1;0;0;0;0;0;1;693;RISCO BAIXO;SEMPRE PRESENTE;Digital ++;1
F;22;GEN Z;ATÉ 1.000;E;NULL;0;0;0;0;0;0;0;0;545;RISCO BAIXO;SEMPRE PRESENTE;Digital + -;1
F;29;GEN Y;ATÉ 1.000;E;BA;0;0;0;1;0;0;0;0;751;RISCO MUITO BAIXO;O BEM AMADO;Digital + -;1
M;43;GEN X;ATÉ 1.000;E;MG;0;1;0;0;0;0;0;0;305;RISCO MÉDIO;QUEM SOU EU;Digital -;1
F;57;GEN X;2.001 ATÉ 3.000;D;SP;0;0;1;0;0;0;0;0;673;RISCO BAIXO;SEMPRE PRESENTE;Digital --;1
F;56;GEN X;1.000 ATÉ 2.000;D;SP;0;0;1;0;0;0;0;0;442;RISCO MÉDIO;QUEM SOU EU;Digital --;1
F;29;GEN Y;ATÉ 1.000;E;GO;0;1;0;1;0;0;0;0;249;RISCO ALTO;PAGO QUANDO PUDER;Digital + -;1
M;34;GEN Y;1.000 ATÉ 2.000;D;AL;0;1;0;0;0;0;0;0;304;RISCO MÉDIO;QUEM SOU EU;Digital + -;1
M;37;GEN Y;2.001 ATÉ 3.000;D;SP;0;1;0;0;0;0;0;0;260;RISCO ALTO;PAGO QUANDO PUDER;Digital ++;1
I;53;GEN X;1.000 ATÉ 2.000;D;MG;0;0;0;0;0;0;0;1;761;RISCO MUITO BAIXO;O BEM AMADO;Digital --;1
F;34;GEN Y;3.001 ATÉ 4.000;C;PR;0;0;0;0;0;0;0;0;598;RISCO BAIXO;SEMPRE PRESENTE;Digital ++;1
F;44;GEN X;ATÉ 1.000;E;MG;0;0;0;0;0;0;0;1;460;RISCO MÉDIO;QUEM SOU EU;Digital --;1
I;18;GEN Z;NULL;X;NULL;0;0;0;0;0;0;0;0;0;RISCO MUITO ALTO;NOVOS ENTRANTES;Digital + -;1
F;57;GEN X;ATÉ 1.000;E;PR;0;0;0;0;0;0;0;1;773;RISCO MUITO BAIXO;O BEM AMADO;Digital -;1
F;69;BABY_BOOMER;2.001 ATÉ 3.000;D;SP;0;0;0;0;0;0;0;0;130;RISCO MUITO ALTO;FUJAM DE MIM;Digital --;1
F;40;GEN Y;1.000 ATÉ 2.000;D;MG;0;0;0;0;0;0;0;0;570;RISCO BAIXO;SEMPRE PRESENTE;Digital + -;1
F;38;GEN Y;1.000 ATÉ 2.000;D;MG;0;0;0;0;0;0;0;0;200;RISCO ALTO;PAGO QUANDO PUDER;Digital ++;1
M;38;GEN Y;1.000 ATÉ 2.000;D;RJ;0;0;0;0;0;0;0;1;848;RISCO MUITO BAIXO;O BEM AMADO;Digital + -;1
M;21;GEN Z;ATÉ 1.000;E;NULL;0;0;0;0;0;0;0;0;505;RISCO BAIXO;SEMPRE PRESENTE;Digital + -;1
F;40;GEN Y;1.000 ATÉ 2.000;D;MG;0;0;0;0;0;0;0;0;787;RISCO MUITO BAIXO;O BEM AMADO;Digital -;1
M;37;GEN Y;1.000 ATÉ 2.000;D;MG;0;1;0;0;0;0;0;1;670;RISCO BAIXO;SEMPRE PRESENTE;Digital +;1
M;37;GEN Y;ATÉ 1.000;E;PE;0;0;0;0;0;0;0;0;703;RISCO MUITO BAIXO;O BEM AMADO;Digital -;1
F;33;GEN Y;2.001 ATÉ 3.000;D;SC;0;0;0;0;0;0;0;0;693;RISCO BAIXO;SEMPRE PRESENTE;Digital -;1
M;27;GEN Z;ATÉ 1.000;D;MT;0;0;0;0;0;0;0;1;288;RISCO ALTO;PAGO QUANDO PUDER;Digital + -;1
F;67;BABY_BOOMER;ATÉ 1.000;E;MG;0;0;0;0;1;0;0;0;189;RISCO ALTO;PAGO QUANDO PUDER;Digital --;1
M;61;BABY_BOOMER;3.001 ATÉ 4.000;C;SP;0;0;0;0;0;0;0;1;371;RISCO MÉDIO;QUEM SOU EU;Digital --;1
F;45;GEN X;ATÉ 1.000;E;MG;0;0;0;0;0;0;0;0;204;RISCO ALTO;PAGO QUANDO PUDER;Digital --;1
F;41;GEN Y;ATÉ 1.000;E;MG;0;0;0;0;0;0;0;0;280;RISCO ALTO;PAGO QUANDO PUDER;Digital --;1
M;34;GEN Y;1.000 ATÉ 2.000;D;PR;0;0;0;0;0;0;0;1;228;RISCO ALTO;PAGO QUANDO PUDER;Digital -;1
F;24;GEN Z;ATÉ 1.000;E;NULL;0;0;0;0;0;0;0;0;499;RISCO MÉDIO;QUEM SOU EU;Digital + -;1
F;60;BABY_BOOMER;ATÉ 1.000;E;NULL;0;0;0;0;0;0;0;0;465;RISCO MÉDIO;QUEM SOU EU;Digital --;1
M;32;GEN Y;3.001 ATÉ 4.000;C;SP;0;0;0;0;0;0;0;1;886;RISCO MUITO BAIXO;O BEM AMADO;Digital ++;1
M;36;GEN Y;1.000 ATÉ 2.000;D;PE;0;0;0;0;0;0;0;1;488;RISCO MÉDIO;QUEM SOU EU;Digital -;1
M;56;GEN X;3.001 ATÉ 4.000;C;SP;0;0;1;0;0;0;0;1;577;RISCO BAIXO;SEMPRE PRESENTE;Digital -;1
M;34;GEN Y;2.001 ATÉ 3.000;D;PR;0;0;0;0;0;0;0;1;755;RISCO MUITO BAIXO;O BEM AMADO;Digital -;1
M;33;GEN Y;2.001 ATÉ 3.000;D;SC;0;0;0;0;0;0;0;1;281;RISCO ALTO;PAGO QUANDO PUDER;Digital -;1
F;20;GEN Z;ATÉ 1.000;E;NULL;0;0;0;0;0;0;0;1;0;RISCO MUITO ALTO;NOVOS ENTRANTES;Digital ++;1
F;35;GEN Y;1.000 ATÉ 2.000;D;RN;0;0;0;0;0;0;0;1;872;RISCO MUITO BAIXO;O BEM AMADO;Digital +;1
M;57;GEN X;1.000 ATÉ 2.000;D;SP;0;0;1;0;0;0;0;1;321;RISCO MÉDIO;QUEM SOU EU;Digital -;1
M;40;GEN Y;1.000 ATÉ 2.000;D;MG;0;0;0;0;0;0;0;1;148;RISCO MUITO ALTO;FUJAM DE MIM;Digital +;1
F;25;GEN Z;ATÉ 1.000;E;NULL;0;0;0;0;0;0;0;0;549;RISCO BAIXO;SEMPRE PRESENTE;Digital + -;1
F;58;BABY_BOOMER;2.001 ATÉ 3.000;D;SP;0;0;1;0;0;0;0;0;621;RISCO BAIXO;SEMPRE PRESENTE;Digital --;1
M;35;GEN Y;1.000 ATÉ 2.000;D;SP;0;1;0;0;0;0;0;1;355;RISCO MÉDIO;QUEM SOU EU;Digital +;1
M;57;GEN X;5.001 ATÉ 6.000;C;SP;0;0;1;0;0;0;0;1;817;RISCO MUITO BAIXO;O BEM AMADO;Digital -;1
M;34;GEN Y;3.001 ATÉ 4.000;C;PE;0;1;0;0;0;0;0;1;140;RISCO MUITO ALTO;FUJAM DE MIM;Digital ++;1
M;23;GEN Z;ATÉ 1.000;E;MS;0;0;0;0;0;0;0;0;538;RISCO BAIXO;SEMPRE PRESENTE;Digital +;1
F;65;BABY_BOOMER;ATÉ 1.000;E;AP;0;1;0;1;1;0;0;0;371;RISCO MÉDIO;QUEM SOU EU;Digital --;1
F;74;BABY_BOOMER;3.001 ATÉ 4.000;C;PI;0;0;0;0;0;0;0;0;516;RISCO BAIXO;SEMPRE PRESENTE;Digital --;1
F;38;GEN Y;4.001 ATÉ 5.000;C;MG;0;1;0;0;0;0;0;0;58;RISCO MUITO ALTO;FUJAM DE MIM;Digital ++;1
NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1
F;64;BABY_BOOMER;ATÉ 1.000;E;SP;0;0;0;1;1;0;0;0;518;RISCO BAIXO;SEMPRE PRESENTE;Digital --;1
F;32;GEN Y;4.001 ATÉ 5.000;C;SC;0;0;0;0;0;0;0;1;430;RISCO MÉDIO;QUEM SOU EU;Digital +;1
F;37;GEN Y;ATÉ 1.000;E;MG;0;0;0;0;0;0;0;1;406;RISCO MÉDIO;QUEM SOU EU;Digital +;1
M;26;GEN Z;1.000 ATÉ 2.000;D;PI;0;0;0;1;0;0;0;1;459;RISCO MÉDIO;QUEM SOU EU;Digital + -;1
M;64;BABY_BOOMER;5.001 ATÉ 6.000;B;SP;0;1;1;0;0;0;0;0;549;RISCO BAIXO;SEMPRE PRESENTE;Digital -;1
M;35;GEN Y;1.000 ATÉ 2.000;D;MS;0;0;0;0;0;0;0;1;744;RISCO MUITO BAIXO;O BEM AMADO;Digital -;1
M;34;GEN Y;1.000 ATÉ 2.000;D;PR;0;1;0;0;0;0;0;0;661;RISCO BAIXO;SEMPRE PRESENTE;Digital + -;1
F;42;GEN Y;ATÉ 1.000;E;PE;0;0;0;1;0;0;0;1;83;RISCO MUITO ALTO;FUJAM DE MIM;Digital --;1
F;64;BABY_BOOMER;1.000 ATÉ 2.000;D;SP;0;0;0;0;0;0;0;0;738;RISCO MUITO BAIXO;O BEM AMADO;Digital --;1
F;37;GEN Y;1.000 ATÉ 2.000;D;MG;0;0;0;0;0;0;0;0;654;RISCO BAIXO;SEMPRE PRESENTE;Digital -;1
M;27;GEN Z;ATÉ 1.000;E;NULL;0;0;0;0;0;0;0;1;704;RISCO MUITO BAIXO;O BEM AMADO;Digital -;1
M;42;GEN Y;1.000 ATÉ 2.000;D;PB;0;0;0;0;0;0;0;1;819;RISCO MUITO BAIXO;O BEM AMADO;Digital --;1
M;39;GEN Y;1.000 ATÉ 2.000;D;AL;0;1;0;0;0;0;0;0;454;RISCO MÉDIO;QUEM SOU EU;Digital + -;1
M;56;GEN X;ATÉ 1.000;E;SP;1;0;1;0;0;0;1;1;613;RISCO BAIXO;SEMPRE PRESENTE;Digital --;1
M;39;GEN Y;1.000 ATÉ 2.000;D;MG;0;0;0;0;0;0;0;1;341;RISCO MÉDIO;QUEM SOU EU;Digital + -;1
M;76;VETERANOS;5.001 ATÉ 6.000;B;SP;0;1;1;0;1;0;1;1;248;RISCO ALTO;PAGO QUANDO PUDER;Digital --;1
F;22;GEN Z;ATÉ 1.000;E;DF;0;1;0;0;0;0;0;0;496;RISCO MÉDIO;QUEM SOU EU;Digital +;1
M;34;GEN Y;1.000 ATÉ 2.000;D;PE;0;0;0;0;0;0;0;1;60;RISCO MUITO ALTO;FUJAM DE MIM;Digital -;1
F;39;GEN Y;1.000 ATÉ 2.000;D;SP;0;0;0;1;0;0;0;0;227;RISCO ALTO;PAGO QUANDO PUDER;Digital +;1
F;25;GEN Z;ATÉ 1.000;E;MA;0;0;0;1;0;0;0;0;411;RISCO MÉDIO;QUEM SOU EU;Digital +;1
M;47;GEN X;ATÉ 1.000;E;MG;0;1;0;0;0;0;0;0;582;RISCO BAIXO;SEMPRE PRESENTE;Digital -;1
M;42;GEN Y;2.001 ATÉ 3.000;D;MG;0;0;0;0;0;0;0;1;203;RISCO ALTO;PAGO QUANDO PUDER;Digital -;1
M;78;VETERANOS;3.001 ATÉ 4.000;C;RJ;0;0;0;0;1;0;0;0;387;RISCO MÉDIO;QUEM SOU EU;Digital --;1
M;33;GEN Y;ATÉ 1.000;E;PR;0;1;0;0;0;0;0;1;764;RISCO MUITO BAIXO;O BEM AMADO;Digital + -;1
M;22;GEN Z;ATÉ 1.000;E;DF;0;0;0;0;0;0;0;0;690;RISCO BAIXO;SEMPRE PRESENTE;Digital +;1
F;37;GEN Y;2.001 ATÉ 3.000;D;MG;0;0;0;0;0;0;0;1;538;RISCO BAIXO;SEMPRE PRESENTE;Digital + -;1
F;51;GEN X;8.001 ATÉ 9.000;B;SP;0;0;1;0;0;0;0;1;547;RISCO BAIXO;SEMPRE PRESENTE;Digital +;1
F;28;GEN Y;1.000 ATÉ 2.000;D;SP;0;0;0;1;0;0;0;1;412;RISCO MÉDIO;QUEM SOU EU;Digital +;1
F;46;GEN X;1.000 ATÉ 2.000;D;RJ;0;1;0;0;0;0;0;0;509;RISCO BAIXO;SEMPRE PRESENTE;Digital -;1
M;33;GEN Y;2.001 ATÉ 3.000;D;SC;0;0;0;0;0;0;0;1;407;RISCO MÉDIO;QUEM SOU EU;Digital -;1
F;36;GEN Y;1.000 ATÉ 2.000;D;MG;0;1;0;1;0;0;0;0;595;RISCO BAIXO;SEMPRE PRESENTE;Digital + -;1
F;71;BABY_BOOMER;1.000 ATÉ 2.000;D;RN;0;0;0;0;1;0;0;1;287;RISCO ALTO;PAGO QUANDO PUDER;Digital --;1
F;56;GEN X;2.001 ATÉ 3.000;D;SP;0;0;1;0;0;0;0;0;225;RISCO ALTO;PAGO QUANDO PUDER;Digital -;1
M;33;GEN Y;12.001 ATÉ 13.000;B;PE;0;1;0;0;0;0;0;1;854;RISCO MUITO BAIXO;O BEM AMADO;Digital ++;1
F;56;GEN X;7.001 ATÉ 8.000;B;SP;0;0;1;0;1;0;0;1;112;RISCO MUITO ALTO;FUJAM DE MIM;Digital +;1
F;55;GEN X;3.001 ATÉ 4.000;C;SP;0;0;1;0;0;0;0;1;304;RISCO MÉDIO;QUEM SOU EU;Digital -;1
F;32;GEN Y;2.001 ATÉ 3.000;D;SC;0;1;0;0;0;0;0;1;222;RISCO ALTO;PAGO QUANDO PUDER;Digital + -;1
M;44;GEN X;2.001 ATÉ 3.000;D;RJ;0;0;0;0;0;0;0;1;261;RISCO ALTO;PAGO QUANDO PUDER;Digital -;1
F;37;GEN Y;ATÉ 1.000;E;MG;0;1;0;1;0;0;0;0;474;RISCO MÉDIO;QUEM SOU EU;Digital -;1
M;43;GEN X;1.000 ATÉ 2.000;D;RJ;0;0;0;0;0;0;0;0;387;RISCO MÉDIO;QUEM SOU EU;Digital + -;1
M;35;GEN Y;2.001 ATÉ 3.000;D;MG;0;1;0;0;0;0;0;1;369;RISCO MÉDIO;QUEM SOU EU;Digital ++;1
M;27;GEN Z;1.000 ATÉ 2.000;D;BA;0;0;0;1;0;0;0;1;312;RISCO MÉDIO;QUEM SOU EU;Digital + -;1
M;36;GEN Y;2.001 ATÉ 3.000;D;RN;0;1;0;0;0;0;0;0;501;RISCO BAIXO;SEMPRE PRESENTE;Digital ++;1
M;57;GEN X;4.001 ATÉ 5.000;C;SP;0;0;1;0;0;0;0;1;101;RISCO MUITO ALTO;FUJAM DE MIM;Digital -;1
M;36;GEN Y;2.001 ATÉ 3.000;D;PE;0;0;0;0;0;0;0;1;554;RISCO BAIXO;SEMPRE PRESENTE;Digital -;1
M;24;GEN Z;ATÉ 1.000;E;NULL;0;0;0;0;0;0;0;0;662;RISCO BAIXO;SEMPRE PRESENTE;Digital + -;1
M;37;GEN Y;ATÉ 1.000;D;RN;0;0;0;0;0;0;0;1;840;RISCO MUITO BAIXO;O BEM AMADO;Digital -;1
F;33;GEN Y;1.000 ATÉ 2.000;D;PE;0;0;0;0;0;0;0;1;218;RISCO ALTO;PAGO QUANDO PUDER;Digital + -;1
M;54;GEN X;13.001 ATÉ 15.000;B;SP;0;1;1;0;0;0;0;1;215;RISCO ALTO;PAGO QUANDO PUDER;Digital ++;1
M;45;GEN X;1.000 ATÉ 2.000;D;RJ;0;0;0;0;0;0;0;1;471;RISCO MÉDIO;QUEM SOU EU;Digital -;1
M;45;GEN X;1.000 ATÉ 2.000;D;RJ;0;0;0;0;0;0;0;1;111;RISCO MUITO ALTO;FUJAM DE MIM;Digital -;1
F;34;GEN Y;2.001 ATÉ 3.000;D;RN;0;0;0;0;0;0;0;1;250;RISCO ALTO;PAGO QUANDO PUDER;Digital ++;1
M;47;GEN X;20.001 ATÉ 21.000;A;RJ;0;1;0;0;0;0;0;1;189;RISCO ALTO;PAGO QUANDO PUDER;Digital ++;1
M;70;BABY_BOOMER;5.001 ATÉ 6.000;B;BA;0;0;0;0;1;0;0;0;478;RISCO MÉDIO;QUEM SOU EU;Digital + -;1
M;32;GEN Y;1.000 ATÉ 2.000;D;PR;0;0;0;0;0;0;0;1;709;RISCO MUITO BAIXO;O BEM AMADO;Digital -;1
F;46;GEN X;1.000 ATÉ 2.000;D;RJ;0;0;0;0;1;0;0;1;267;RISCO ALTO;PAGO QUANDO PUDER;Digital -;1
F;22;GEN Z;ATÉ 1.000;E;NULL;0;0;0;0;0;0;0;0;442;RISCO MÉDIO;QUEM SOU EU;Digital + -;1
M;26;GEN Z;1.000 ATÉ 2.000;D;BA;0;0;0;0;0;0;0;1;430;RISCO MÉDIO;QUEM SOU EU;Digital + -;1
M;44;GEN X;2.001 ATÉ 3.000;D;RJ;0;1;0;0;0;0;0;0;485;RISCO MÉDIO;QUEM SOU EU;Digital -;1
F;49;GEN X;1.000 ATÉ 2.000;D;RJ;0;0;0;0;0;0;0;0;730;RISCO MUITO BAIXO;O BEM AMADO;Digital -;1
M;22;GEN Z;ATÉ 1.000;E;NULL;0;0;0;0;0;0;0;0;734;RISCO MUITO BAIXO;O BEM AMADO;Digital + -;1
F;33;GEN Y;1.000 ATÉ 2.000;D;SC;0;0;0;0;0;0;0;1;174;RISCO ALTO;PAGO QUANDO PUDER;Digital -;1
F;44;GEN X;1.000 ATÉ 2.000;D;RJ;0;1;0;1;0;0;0;1;298;RISCO ALTO;PAGO QUANDO PUDER;Digital -;1
M;55;GEN X;2.001 ATÉ 3.000;D;SP;0;0;1;0;0;0;0;1;229;RISCO ALTO;PAGO QUANDO PUDER;Digital --;1
M;42;GEN Y;16.001 ATÉ 18.000;A;RJ;0;1;0;0;0;0;0;1;629;RISCO BAIXO;SEMPRE PRESENTE;Digital ++;1
M;44;GEN X;3.001 ATÉ 4.000;C;RJ;0;1;0;0;0;0;0;1;977;RISCO MUITO BAIXO;O BEM AMADO;Digital +;1
F;72;BABY_BOOMER;1.000 ATÉ 2.000;D;SP;0;0;0;0;1;0;0;0;466;RISCO MÉDIO;QUEM SOU EU;Digital --;1
M;38;GEN Y;1.000 ATÉ 2.000;D;MG;0;0;0;0;0;0;0;1;472;RISCO MÉDIO;QUEM SOU EU;Digital -;1
F;33;GEN Y;1.000 ATÉ 2.000;D;SC;0;0;0;1;0;0;0;1;532;RISCO BAIXO;SEMPRE PRESENTE;Digital -;1
M;59;BABY_BOOMER;5.001 ATÉ 6.000;B;SP;0;0;0;0;1;0;0;1;434;RISCO MÉDIO;QUEM SOU EU;Digital +;1
M;44;GEN X;1.000 ATÉ 2.000;D;RJ;0;0;0;0;0;0;0;1;754;RISCO MUITO BAIXO;O BEM AMADO;Digital --;1
M;32;GEN Y;1.000 ATÉ 2.000;D;PR;0;0;0;0;0;0;0;1;608;RISCO BAIXO;SEMPRE PRESENTE;Digital -;1
M;41;GEN Y;3.001 ATÉ 4.000;C;NULL;0;0;0;0;0;0;0;1;683;RISCO BAIXO;SEMPRE PRESENTE;Digital -;1
F;26;GEN Z;1.000 ATÉ 2.000;D;SP;0;0;0;1;0;0;0;1;574;RISCO BAIXO;SEMPRE PRESENTE;Digital +;1
M;45;GEN X;2.001 ATÉ 3.000;D;RJ;0;0;0;0;0;0;0;1;101;RISCO MUITO ALTO;FUJAM DE MIM;Digital --;1
M;47;GEN X;1.000 ATÉ 2.000;D;RJ;0;0;0;0;0;0;0;1;577;RISCO BAIXO;SEMPRE PRESENTE;Digital -;1
F;44;GEN X;1.000 ATÉ 2.000;D;RJ;0;0;0;0;0;0;0;1;763;RISCO MUITO BAIXO;O BEM AMADO;Digital -;1
F;35;GEN Y;2.001 ATÉ 3.000;D;MG;0;0;0;0;0;0;0;1;200;RISCO ALTO;PAGO QUANDO PUDER;Digital ++;1
F;45;GEN X;ATÉ 1.000;E;RJ;0;0;0;1;0;0;0;1;573;RISCO BAIXO;SEMPRE PRESENTE;Digital -;1
M;34;GEN Y;1.000 ATÉ 2.000;D;SP;0;0;1;0;0;0;0;1;394;RISCO MÉDIO;QUEM SOU EU;Digital + -;1
F;67;BABY_BOOMER;1.000 ATÉ 2.000;D;SP;0;0;0;1;1;0;0;0;366;RISCO MÉDIO;QUEM SOU EU;Digital --;1
F;56;GEN X;7.001 ATÉ 8.000;B;SP;0;1;1;0;0;0;1;0;648;RISCO BAIXO;SEMPRE PRESENTE;Digital + -;1
F;55;GEN X;ATÉ 1.000;E;RJ;0;0;0;0;0;0;0;0;532;RISCO BAIXO;SEMPRE PRESENTE;Digital --;1
I;25;GEN Z;ATÉ 1.000;E;NULL;0;0;0;1;0;0;0;0;531;RISCO BAIXO;SEMPRE PRESENTE;Digital + -;1
F;51;GEN X;1.000 ATÉ 2.000;D;SP;0;0;1;0;0;0;0;0;297;RISCO ALTO;PAGO QUANDO PUDER;Digital -;1
M;22;GEN Z;ATÉ 1.000;E;BA;0;0;0;0;0;0;0;1;609;RISCO BAIXO;SEMPRE PRESENTE;Digital +;1
M;42;GEN Y;2.001 ATÉ 3.000;D;RJ;0;1;0;0;0;0;0;1;283;RISCO ALTO;PAGO QUANDO PUDER;Digital -;1
M;34;GEN Y;2.001 ATÉ 3.000;D;PB;0;0;0;0;0;0;0;0;506;RISCO BAIXO;SEMPRE PRESENTE;Digital + -;1
M;51;GEN X;2.001 ATÉ 3.000;D;SP;0;0;1;0;0;0;0;1;529;RISCO BAIXO;SEMPRE PRESENTE;Digital --;1
F;44;GEN X;ATÉ 1.000;E;RJ;0;0;0;1;0;0;0;0;715;RISCO MUITO BAIXO;O BEM AMADO;Digital --;1
M;42;GEN Y;1.000 ATÉ 2.000;D;RJ;0;0;0;0;0;0;0;0;398;RISCO MÉDIO;QUEM SOU EU;Digital --;1
M;43;GEN X;ATÉ 1.000;E;RJ;0;1;0;0;0;0;0;1;507;RISCO BAIXO;SEMPRE PRESENTE;Digital -;1
I;35;GEN Y;2.001 ATÉ 3.000;D;MG;0;0;0;0;0;0;0;1;231;RISCO ALTO;PAGO QUANDO PUDER;Digital + -;1
